1GAT[0] PRI_INPUT (6254,4680)
In 340th Iteration, Delay Improved this time by changing: output magnet(s) of n441 To: 4.11e-08m
In 340th Iteration, Delay Improved to: 2.21167e-07ns
In 341th Iteration, Delay Improved this time by changing: output magnet(s) of n765 To: 4.11e-08m
In 341th Iteration, Delay Improved to: 2.21164e-07ns
In 342th Iteration, Delay Improved this time by changing: output magnet(s) of n442 To: 4.11e-08m
In 342th Iteration, Delay Improved to: 2.21151e-07ns
In 343th Iteration, Delay Improved this time by changing: output magnet(s) of n1159 To: 4.11e-08m
In 343th Iteration, Delay Improved to: 2.21151e-07ns
In 344th Iteration, Delay Improved this time by changing: input magnet(s) of n1256 To: 4.11e-08m
In 344th Iteration, Delay Improved to: 2.21145e-07ns
In 345th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n820_5_n821 To: 4.11e-08m
In 345th Iteration, Delay Improved to: 2.21108e-07ns
In 346th Iteration, Delay Improved this time by changing: input magnet(s) of n632 To: 4.11e-08m
In 346th Iteration, Delay Improved to: 2.21094e-07ns
In 347th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_205GAT[12]_0_n823 To: 4.11e-08m
In 347th Iteration, Delay Improved to: 2.21081e-07ns
In 348th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_0_n691 To: 4.11e-08m
In 348th Iteration, Delay Improved to: 2.21035e-07ns
In 349th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_239GAT[14]_4_n1275 To: 4.11e-08m
In 349th Iteration, Delay Improved to: 2.21032e-07ns
In 350th Iteration, Delay Improved this time by changing: input magnet(s) of n1393 To: 4.11e-08m
In 350th Iteration, Delay Improved to: 2.21022e-07ns
In 351th Iteration, Delay Improved this time by changing: input magnet(s) of n2622 To: 4.11e-08m
In 351th Iteration, Delay Improved to: 2.209e-07ns
In 352th Iteration, Delay Improved this time by changing: input magnet(s) of n1229 To: 4.11e-08m
In 352th Iteration, Delay Improved to: 2.20772e-07ns
In 353th Iteration, Delay Improved this time by changing: input magnet(s) of n1400 To: 4.11e-08m
In 353th Iteration, Delay Improved to: 2.20679e-07ns
In 354th Iteration, Delay Improved this time by changing: input magnet(s) of n1195 To: 4.11e-08m
In 354th Iteration, Delay Improved to: 2.20671e-07ns
In 355th Iteration, Delay Improved this time by changing: output magnet(s) of n803 To: 4.11e-08m
In 355th Iteration, Delay Improved to: 2.20669e-07ns
In 356th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n820_2_n957 To: 4.11e-08m
In 356th Iteration, Delay Improved to: 2.2064e-07ns
In 357th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_0_n576 To: 4.11e-08m
In 357th Iteration, Delay Improved to: 2.20629e-07ns
In 358th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n820_6_n821 To: 4.11e-08m
In 358th Iteration, Delay Improved to: 2.20582e-07ns
In 359th Iteration, Delay Improved this time by changing: input magnet(s) of n1316 To: 4.11e-08m
In 359th Iteration, Delay Improved to: 2.20561e-07ns
In 360th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_1_n691 To: 4.11e-08m
In 360th Iteration, Delay Improved to: 2.20547e-07ns
In 361th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1380_0_n1382 To: 4.11e-08m
In 361th Iteration, Delay Improved to: 2.20539e-07ns
In 362th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1200_0_n1201 To: 4.11e-08m
In 362th Iteration, Delay Improved to: 2.20522e-07ns
In 363th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_239GAT[14]_5_n1275 To: 4.11e-08m
In 363th Iteration, Delay Improved to: 2.20515e-07ns
In 364th Iteration, Delay Improved this time by changing: output magnet(s) of n1293 To: 4.11e-08m
In 364th Iteration, Delay Improved to: 2.20488e-07ns
In 365th Iteration, Delay Improved this time by changing: input magnet(s) of n1114 To: 4.11e-08m
In 365th Iteration, Delay Improved to: 2.20476e-07ns
In 366th Iteration, Delay Improved this time by changing: input magnet(s) of n803 To: 4.11e-08m
In 366th Iteration, Delay Improved to: 2.20436e-07ns
In 367th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1200_1_n1202 To: 4.11e-08m
In 367th Iteration, Delay Improved to: 2.20424e-07ns
In 368th Iteration, Delay Improved this time by changing: output magnet(s) of n881 To: 4.11e-08m
In 368th Iteration, Delay Improved to: 2.20419e-07ns
In 369th Iteration, Delay Improved this time by changing: input magnet(s) of n1588 To: 4.11e-08m
In 369th Iteration, Delay Improved to: 2.20402e-07ns
In 370th Iteration, Delay Improved this time by changing: input magnet(s) of n1386 To: 4.11e-08m
In 370th Iteration, Delay Improved to: 2.20391e-07ns
In 371th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_2_n691 To: 4.11e-08m
In 371th Iteration, Delay Improved to: 2.20391e-07ns
In 372th Iteration, Delay Improved this time by changing: input magnet(s) of n1043 To: 4.11e-08m
In 372th Iteration, Delay Improved to: 2.20377e-07ns
In 373th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1200_1_n1201 To: 4.11e-08m
In 373th Iteration, Delay Improved to: 2.20351e-07ns
In 374th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_239GAT[14]_6_n1275 To: 4.11e-08m
In 374th Iteration, Delay Improved to: 2.20341e-07ns
In 375th Iteration, Delay Improved this time by changing: input magnet(s) of n1210 To: 4.11e-08m
In 375th Iteration, Delay Improved to: 2.20287e-07ns
In 376th Iteration, Delay Improved this time by changing: input magnet(s) of n1806 To: 4.11e-08m
In 376th Iteration, Delay Improved to: 2.20227e-07ns
In 377th Iteration, Delay Improved this time by changing: input magnet(s) of n1800 To: 4.11e-08m
In 377th Iteration, Delay Improved to: 2.20037e-07ns
In 378th Iteration, Delay Improved this time by changing: input magnet(s) of n1794 To: 4.11e-08m
In 378th Iteration, Delay Improved to: 2.20013e-07ns
In 379th Iteration, Delay Improved this time by changing: output magnet(s) of n1617 To: 4.11e-08m
In 379th Iteration, Delay Improved to: 2.19952e-07ns
In 380th Iteration, Delay Improved this time by changing: input magnet(s) of n1654 To: 4.11e-08m
In 380th Iteration, Delay Improved to: 2.19919e-07ns
In 381th Iteration, Delay Improved this time by changing: input magnet(s) of n1803 To: 4.11e-08m
In 381th Iteration, Delay Improved to: 2.19691e-07ns
In 382th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1650_0_n1806 To: 4.11e-08m
In 382th Iteration, Delay Improved to: 2.19678e-07ns
In 383th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1380_0_n1381 To: 4.11e-08m
In 383th Iteration, Delay Improved to: 2.19612e-07ns
In 384th Iteration, Delay Improved this time by changing: input magnet(s) of n1198 To: 4.11e-08m
In 384th Iteration, Delay Improved to: 2.19566e-07ns
In 385th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_3_n691 To: 4.11e-08m
In 385th Iteration, Delay Improved to: 2.19545e-07ns
In 386th Iteration, Delay Improved this time by changing: input magnet(s) of n504 To: 4.11e-08m
In 386th Iteration, Delay Improved to: 2.19536e-07ns
In 387th Iteration, Delay Improved this time by changing: input magnet(s) of n458 To: 4.11e-08m
In 387th Iteration, Delay Improved to: 2.19526e-07ns
In 388th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_205GAT[12]_1_n823 To: 4.11e-08m
In 388th Iteration, Delay Improved to: 2.19526e-07ns
In 389th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_239GAT[14]_7_n1275 To: 4.11e-08m
In 389th Iteration, Delay Improved to: 2.19456e-07ns
In 390th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n820_3_n957 To: 4.11e-08m
In 390th Iteration, Delay Improved to: 2.19448e-07ns
In 391th Iteration, Delay Improved this time by changing: output magnet(s) of n1235 To: 4.11e-08m
In 391th Iteration, Delay Improved to: 2.19445e-07ns
In 392th Iteration, Delay Improved this time by changing: input magnet(s) of n870 To: 4.11e-08m
In 392th Iteration, Delay Improved to: 2.19445e-07ns
In 393th Iteration, Delay Improved this time by changing: output magnet(s) of n1114 To: 4.11e-08m
In 393th Iteration, Delay Improved to: 2.19418e-07ns
In 394th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_1_n576 To: 4.11e-08m
In 394th Iteration, Delay Improved to: 2.19412e-07ns
In 395th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n820_7_n821 To: 4.11e-08m
In 395th Iteration, Delay Improved to: 2.19402e-07ns
In 396th Iteration, Delay Improved this time by changing: input magnet(s) of n1019 To: 4.11e-08m
In 396th Iteration, Delay Improved to: 2.19399e-07ns
In 397th Iteration, Delay Improved this time by changing: input magnet(s) of n274 To: 4.11e-08m
In 397th Iteration, Delay Improved to: 2.19396e-07ns
In 398th Iteration, Delay Improved this time by changing: input magnet(s) of n1396 To: 4.11e-08m
In 398th Iteration, Delay Improved to: 2.19395e-07ns
In 399th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_4_n691 To: 4.11e-08m
In 399th Iteration, Delay Improved to: 2.19356e-07ns
In 400th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_239GAT[14]_8_n1275 To: 4.11e-08m
In 400th Iteration, Delay Improved to: 2.19353e-07ns
In 401th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_205GAT[12]_2_n823 To: 4.11e-08m
In 401th Iteration, Delay Improved to: 2.19287e-07ns
In 402th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n820_4_n957 To: 4.11e-08m
In 402th Iteration, Delay Improved to: 2.19267e-07ns
In 403th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1114_0_n1117 To: 4.11e-08m
In 403th Iteration, Delay Improved to: 2.19266e-07ns
In 404th Iteration, Delay Improved this time by changing: output magnet(s) of n1393 To: 4.11e-08m
In 404th Iteration, Delay Improved to: 2.19248e-07ns
In 405th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_2_n576 To: 4.11e-08m
In 405th Iteration, Delay Improved to: 2.19239e-07ns
In 406th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n825_0_n827 To: 4.11e-08m
In 406th Iteration, Delay Improved to: 2.19225e-07ns
In 407th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_5_n691 To: 4.11e-08m
In 407th Iteration, Delay Improved to: 2.19217e-07ns
In 408th Iteration, Delay Improved this time by changing: input magnet(s) of n515 To: 4.11e-08m
In 408th Iteration, Delay Improved to: 2.19185e-07ns
In 409th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_239GAT[14]_9_n1275 To: 4.11e-08m
In 409th Iteration, Delay Improved to: 2.19181e-07ns
In 410th Iteration, Delay Improved this time by changing: output magnet(s) of n504 To: 4.11e-08m
In 410th Iteration, Delay Improved to: 2.19154e-07ns
In 411th Iteration, Delay Improved this time by changing: output magnet(s) of n409 To: 4.11e-08m
In 411th Iteration, Delay Improved to: 2.19225e-07ns
In 412th Iteration, Delay Improved this time by changing: input magnet(s) of n409 To: 4.11e-08m
In 412th Iteration, Delay Improved to: 2.19119e-07ns
In 413th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n820_5_n957 To: 4.11e-08m
In 413th Iteration, Delay Improved to: 2.19103e-07ns
In 414th Iteration, Delay Improved this time by changing: input magnet(s) of n1583 To: 4.11e-08m
In 414th Iteration, Delay Improved to: 2.19101e-07ns
In 415th Iteration, Delay Improved this time by changing: input magnet(s) of n256 To: 4.11e-08m
In 415th Iteration, Delay Improved to: 2.19096e-07ns
In 416th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1016_0_n1023 To: 4.11e-08m
In 416th Iteration, Delay Improved to: 2.19059e-07ns
In 417th Iteration, Delay Improved this time by changing: input magnet(s) of n137 To: 4.11e-08m
In 417th Iteration, Delay Improved to: 2.19038e-07ns
In 418th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n504_0_n506 To: 4.11e-08m
In 418th Iteration, Delay Improved to: 2.19026e-07ns
In 419th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n867_0_n873 To: 4.11e-08m
In 419th Iteration, Delay Improved to: 2.19021e-07ns
In 420th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n66_0_n69 To: 4.11e-08m
In 420th Iteration, Delay Improved to: 2.19019e-07ns
In 421th Iteration, Delay Improved this time by changing: input magnet(s) of n1572 To: 4.11e-08m
In 421th Iteration, Delay Improved to: 2.18984e-07ns
In 422th Iteration, Delay Improved this time by changing: input magnet(s) of n334 To: 4.11e-08m
In 422th Iteration, Delay Improved to: 2.18883e-07ns
In 423th Iteration, Delay Improved this time by changing: input magnet(s) of n3037 To: 4.11e-08m
In 423th Iteration, Delay Improved to: 2.18861e-07ns
In 424th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1380_1_n1381 To: 4.11e-08m
In 424th Iteration, Delay Improved to: 2.18859e-07ns
In 425th Iteration, Delay Improved this time by changing: input magnet(s) of n1025 To: 4.11e-08m
In 425th Iteration, Delay Improved to: 2.18842e-07ns
In 426th Iteration, Delay Improved this time by changing: output magnet(s) of n1211 To: 4.11e-08m
In 426th Iteration, Delay Improved to: 2.18833e-07ns
In 427th Iteration, Delay Improved this time by changing: input magnet(s) of n1651 To: 4.11e-08m
In 427th Iteration, Delay Improved to: 2.18823e-07ns
In 428th Iteration, Delay Improved this time by changing: output magnet(s) of n1775 To: 4.11e-08m
In 428th Iteration, Delay Improved to: 2.18812e-07ns
In 429th Iteration, Delay Improved this time by changing: input magnet(s) of n1460 To: 4.11e-08m
In 429th Iteration, Delay Improved to: 2.18803e-07ns
In 430th Iteration, Delay Improved this time by changing: input magnet(s) of n825 To: 4.11e-08m
In 430th Iteration, Delay Improved to: 2.18771e-07ns
In 431th Iteration, Delay Improved this time by changing: output magnet(s) of n1803 To: 4.11e-08m
In 431th Iteration, Delay Improved to: 2.18764e-07ns
In 432th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_6_n691 To: 4.11e-08m
In 432th Iteration, Delay Improved to: 2.18731e-07ns
In 433th Iteration, Delay Improved this time by changing: input magnet(s) of n2726 To: 4.11e-08m
In 433th Iteration, Delay Improved to: 2.18527e-07ns
In 434th Iteration, Delay Improved this time by changing: output magnet(s) of n3037 To: 4.11e-08m
In 434th Iteration, Delay Improved to: 2.18395e-07ns
In 435th Iteration, Delay Improved this time by changing: input magnet(s) of n3056 To: 4.11e-08m
In 435th Iteration, Delay Improved to: 2.18369e-07ns
In 436th Iteration, Delay Improved this time by changing: output magnet(s) of n2726 To: 4.11e-08m
In 436th Iteration, Delay Improved to: 2.18209e-07ns
In 437th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n2726_0_n2810 To: 4.11e-08m
In 437th Iteration, Delay Improved to: 2.1805e-07ns
In 438th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n2726_1_n2810 To: 4.11e-08m
In 438th Iteration, Delay Improved to: 2.18039e-07ns
In 439th Iteration, Delay Improved this time by changing: output magnet(s) of n3056 To: 4.11e-08m
In 439th Iteration, Delay Improved to: 2.17897e-07ns
In 440th Iteration, Delay Improved this time by changing: input magnet(s) of n1384 To: 4.11e-08m
In 440th Iteration, Delay Improved to: 2.1789e-07ns
In 441th Iteration, Delay Improved this time by changing: input magnet(s) of n1040 To: 4.11e-08m
In 441th Iteration, Delay Improved to: 2.17883e-07ns
In 442th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_239GAT[14]_10_n1275 To: 4.11e-08m
In 442th Iteration, Delay Improved to: 2.1788e-07ns
In 443th Iteration, Delay Improved this time by changing: input magnet(s) of n1211 To: 4.11e-08m
In 443th Iteration, Delay Improved to: 2.17865e-07ns
In 444th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n66_1_n69 To: 4.11e-08m
In 444th Iteration, Delay Improved to: 2.17828e-07ns
In 445th Iteration, Delay Improved this time by changing: input magnet(s) of n1578 To: 4.11e-08m
In 445th Iteration, Delay Improved to: 2.17806e-07ns
In 446th Iteration, Delay Improved this time by changing: input magnet(s) of n1607 To: 4.11e-08m
In 446th Iteration, Delay Improved to: 2.17775e-07ns
In 447th Iteration, Delay Improved this time by changing: input magnet(s) of n883 To: 4.11e-08m
In 447th Iteration, Delay Improved to: 2.17734e-07ns
In 448th Iteration, Delay Improved this time by changing: input magnet(s) of n619 To: 4.11e-08m
In 448th Iteration, Delay Improved to: 2.17731e-07ns
In 449th Iteration, Delay Improved this time by changing: output magnet(s) of n501 To: 4.11e-08m
In 449th Iteration, Delay Improved to: 2.17854e-07ns
In 450th Iteration, Delay Improved this time by changing: input magnet(s) of n461 To: 4.11e-08m
In 450th Iteration, Delay Improved to: 2.17725e-07ns
In 451th Iteration, Delay Improved this time by changing: output magnet(s) of n256 To: 4.11e-08m
In 451th Iteration, Delay Improved to: 2.17709e-07ns
In 452th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1775_0_n1777 To: 4.11e-08m
In 452th Iteration, Delay Improved to: 2.17694e-07ns
In 453th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n66_2_n69 To: 4.11e-08m
In 453th Iteration, Delay Improved to: 2.17691e-07ns
In 454th Iteration, Delay Improved this time by changing: input magnet(s) of n732 To: 4.11e-08m
In 454th Iteration, Delay Improved to: 2.17626e-07ns
In 455th Iteration, Delay Improved this time by changing: output magnet(s) of n458 To: 4.11e-08m
In 455th Iteration, Delay Improved to: 2.17608e-07ns
In 456th Iteration, Delay Improved this time by changing: output magnet(s) of n334 To: 4.11e-08m
In 456th Iteration, Delay Improved to: 2.17586e-07ns
In 457th Iteration, Delay Improved this time by changing: input magnet(s) of n614 To: 4.11e-08m
In 457th Iteration, Delay Improved to: 2.17569e-07ns
In 458th Iteration, Delay Improved this time by changing: input magnet(s) of n329 To: 4.11e-08m
In 458th Iteration, Delay Improved to: 2.17561e-07ns
In 459th Iteration, Delay Improved this time by changing: input magnet(s) of n97 To: 4.11e-08m
In 459th Iteration, Delay Improved to: 2.17536e-07ns
In 460th Iteration, Delay Improved this time by changing: input magnet(s) of n1792 To: 4.11e-08m
In 460th Iteration, Delay Improved to: 2.17524e-07ns
In 461th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n66_3_n69 To: 4.11e-08m
In 461th Iteration, Delay Improved to: 2.17433e-07ns
In 462th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n334_0_n335 To: 4.11e-08m
In 462th Iteration, Delay Improved to: 2.17428e-07ns
In 463th Iteration, Delay Improved this time by changing: input magnet(s) of n1299 To: 4.11e-08m
In 463th Iteration, Delay Improved to: 2.17422e-07ns
In 464th Iteration, Delay Improved this time by changing: input magnet(s) of n414 To: 4.11e-08m
In 464th Iteration, Delay Improved to: 2.17417e-07ns
In 465th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n820_6_n957 To: 4.11e-08m
In 465th Iteration, Delay Improved to: 2.17407e-07ns
In 466th Iteration, Delay Improved this time by changing: output magnet(s) of n423 To: 4.11e-08m
In 466th Iteration, Delay Improved to: 2.1739e-07ns
In 467th Iteration, Delay Improved this time by changing: input magnet(s) of n1369 To: 4.11e-08m
In 467th Iteration, Delay Improved to: 2.17354e-07ns
In 468th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n66_4_n69 To: 4.11e-08m
In 468th Iteration, Delay Improved to: 2.17352e-07ns
In 469th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_7_n691 To: 4.11e-08m
In 469th Iteration, Delay Improved to: 2.1734e-07ns
In 470th Iteration, Delay Improved this time by changing: input magnet(s) of n432 To: 4.11e-08m
In 470th Iteration, Delay Improved to: 2.17337e-07ns
In 471th Iteration, Delay Improved this time by changing: input magnet(s) of n1244 To: 4.11e-08m
In 471th Iteration, Delay Improved to: 2.17336e-07ns
In 472th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_205GAT[12]_0_n959 To: 4.11e-08m
In 472th Iteration, Delay Improved to: 2.17319e-07ns
In 473th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n205_0_n212 To: 4.11e-08m
In 473th Iteration, Delay Improved to: 2.17312e-07ns
In 474th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_239GAT[14]_11_n1275 To: 4.11e-08m
In 474th Iteration, Delay Improved to: 2.17311e-07ns
In 475th Iteration, Delay Improved this time by changing: input magnet(s) of n1177 To: 4.11e-08m
In 475th Iteration, Delay Improved to: 2.17309e-07ns
In 476th Iteration, Delay Improved this time by changing: input magnet(s) of n347 To: 4.11e-08m
In 476th Iteration, Delay Improved to: 2.17302e-07ns
In 477th Iteration, Delay Improved this time by changing: input magnet(s) of n514 To: 4.11e-08m
In 477th Iteration, Delay Improved to: 2.1729e-07ns
In 478th Iteration, Delay Improved this time by changing: output magnet(s) of n619 To: 4.11e-08m
In 478th Iteration, Delay Improved to: 2.17274e-07ns
In 479th Iteration, Delay Improved this time by changing: input magnet(s) of n1128 To: 4.11e-08m
In 479th Iteration, Delay Improved to: 2.1727e-07ns
In 480th Iteration, Delay Improved this time by changing: input magnet(s) of n327 To: 4.11e-08m
In 480th Iteration, Delay Improved to: 2.17214e-07ns
In 481th Iteration, Delay Improved this time by changing: input magnet(s) of n275 To: 4.11e-08m
In 481th Iteration, Delay Improved to: 2.1719e-07ns
In 482th Iteration, Delay Improved this time by changing: input magnet(s) of n1459 To: 4.11e-08m
In 482th Iteration, Delay Improved to: 2.17182e-07ns
In 483th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_8_n691 To: 4.11e-08m
In 483th Iteration, Delay Improved to: 2.17147e-07ns
In 484th Iteration, Delay Improved this time by changing: input magnet(s) of n898 To: 4.11e-08m
In 484th Iteration, Delay Improved to: 2.17142e-07ns
In 485th Iteration, Delay Improved this time by changing: input magnet(s) of n1276 To: 4.11e-08m
In 485th Iteration, Delay Improved to: 2.17138e-07ns
In 486th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1112_0_n1273 To: 4.11e-08m
In 486th Iteration, Delay Improved to: 2.17126e-07ns
In 487th Iteration, Delay Improved this time by changing: input magnet(s) of n341 To: 4.11e-08m
In 487th Iteration, Delay Improved to: 2.17093e-07ns
In 488th Iteration, Delay Improved this time by changing: input magnet(s) of n873 To: 4.11e-08m
In 488th Iteration, Delay Improved to: 2.17063e-07ns
In 489th Iteration, Delay Improved this time by changing: input magnet(s) of n763 To: 4.11e-08m
In 489th Iteration, Delay Improved to: 2.17053e-07ns
In 490th Iteration, Delay Improved this time by changing: input magnet(s) of n1301 To: 4.11e-08m
In 490th Iteration, Delay Improved to: 2.1703e-07ns
In 491th Iteration, Delay Improved this time by changing: input magnet(s) of n345 To: 4.11e-08m
In 491th Iteration, Delay Improved to: 2.17022e-07ns
In 492th Iteration, Delay Improved this time by changing: output magnet(s) of n1285 To: 4.11e-08m
In 492th Iteration, Delay Improved to: 2.17129e-07ns
In 493th Iteration, Delay Improved this time by changing: input magnet(s) of n1430 To: 4.11e-08m
In 493th Iteration, Delay Improved to: 2.17012e-07ns
In 494th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_171GAT[10]_9_n691 To: 4.11e-08m
In 494th Iteration, Delay Improved to: 2.16981e-07ns
In 495th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n1112_1_n1273 To: 4.11e-08m
In 495th Iteration, Delay Improved to: 2.16968e-07ns
In 496th Iteration, Delay Improved this time by changing: input magnet(s) of n352 To: 4.11e-08m
In 496th Iteration, Delay Improved to: 2.16961e-07ns
In 497th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n332_0_n334 To: 4.11e-08m
In 497th Iteration, Delay Improved to: 2.16947e-07ns
In 498th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n820_7_n957 To: 4.11e-08m
In 498th Iteration, Delay Improved to: 2.16938e-07ns
In 499th Iteration, Delay Improved this time by changing: input magnet(s) of n258 To: 4.11e-08m
In 499th Iteration, Delay Improved to: 2.16905e-07ns
In 500th Iteration, Delay Improved this time by changing: output magnet(s) of n1021 To: 4.11e-08m
In 500th Iteration, Delay Improved to: 2.16901e-07ns
In 501th Iteration, Delay Improved this time by changing: output magnet(s) of n1168 To: 4.11e-08m
In 501th Iteration, Delay Improved to: 2.16965e-07ns
In 502th Iteration, Delay Improved this time by changing: output magnet(s) of n385 To: 4.11e-08m
In 502th Iteration, Delay Improved to: 2.17042e-07ns
In 503th Iteration, Delay Improved this time by changing: output magnet(s) of n721 To: 4.11e-08m
In 503th Iteration, Delay Improved to: 2.1713e-07ns
In 504th Iteration, Delay Improved this time by changing: input magnet(s) of n806 To: 4.11e-08m
In 504th Iteration, Delay Improved to: 2.16889e-07ns
In 505th Iteration, Delay Improved this time by changing: input magnet(s) of n1186 To: 4.11e-08m
In 505th Iteration, Delay Improved to: 2.16885e-07ns
In 506th Iteration, Delay Improved this time by changing: input magnet(s) of n1520 To: 4.11e-08m
In 506th Iteration, Delay Improved to: 2.1688e-07ns
In 507th Iteration, Delay Improved this time by changing: input magnet(s) of n323 To: 4.11e-08m
In 507th Iteration, Delay Improved to: 2.16879e-07ns
In 508th Iteration, Delay Improved this time by changing: output magnet(s) of n1369 To: 4.11e-08m
In 508th Iteration, Delay Improved to: 2.16852e-07ns
In 509th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n385_0_n389 To: 4.11e-08m
In 509th Iteration, Delay Improved to: 2.16836e-07ns
In 510th Iteration, Delay Improved this time by changing: input magnet(s) of n363 To: 4.11e-08m
In 510th Iteration, Delay Improved to: 2.16815e-07ns
In 511th Iteration, Delay Improved this time by changing: input magnet(s) of n335 To: 4.11e-08m
In 511th Iteration, Delay Improved to: 2.16792e-07ns
In 512th Iteration, Delay Improved this time by changing: output magnet(s) of n898 To: 4.11e-08m
In 512th Iteration, Delay Improved to: 2.16792e-07ns
In 513th Iteration, Delay Improved this time by changing: input magnet(s) of n1366 To: 4.11e-08m
In 513th Iteration, Delay Improved to: 2.16782e-07ns
In 514th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n423_0_n424 To: 4.11e-08m
In 514th Iteration, Delay Improved to: 2.16768e-07ns
In 515th Iteration, Delay Improved this time by changing: output magnet(s) of n1007 To: 4.11e-08m
In 515th Iteration, Delay Improved to: 2.16857e-07ns
In 516th Iteration, Delay Improved this time by changing: input magnet(s) of n1092 To: 4.11e-08m
In 516th Iteration, Delay Improved to: 2.16731e-07ns
In 517th Iteration, Delay Improved this time by changing: input magnet(s) of n934 To: 4.11e-08m
In 517th Iteration, Delay Improved to: 2.16704e-07ns
In 518th Iteration, Delay Improved this time by changing: input magnet(s) of n385 To: 4.11e-08m
In 518th Iteration, Delay Improved to: 2.16658e-07ns
In 519th Iteration, Delay Improved this time by changing: input magnet(s) of n360 To: 4.11e-08m
In 519th Iteration, Delay Improved to: 2.16656e-07ns
In 520th Iteration, Delay Improved this time by changing: output magnet(s) of n1514 To: 4.11e-08m
In 520th Iteration, Delay Improved to: 2.16648e-07ns
In 521th Iteration, Delay Improved this time by changing: input magnet(s) of n1362 To: 4.11e-08m
In 521th Iteration, Delay Improved to: 2.1662e-07ns
In 522th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n334_0_n336 To: 4.11e-08m
In 522th Iteration, Delay Improved to: 2.16617e-07ns
In 523th Iteration, Delay Improved this time by changing: output magnet(s) of Buffer_n898_0_n899 To: 4.11e-08m
In 523th Iteration, Delay Improved to: 2.16599e-07ns
In 524th Iteration, Delay Improved this time by changing: input magnet(s) of n1036 To: 4.11e-08m
